smiles,pka,is_ionizable
CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,,0
CC12CCC(=O)C=C1CCC3C2CCC4(C)C3CCC4(O)C#C ,8.3047633934021,1
c1ccnnc1,2.577016820907593,1
Clc1cc(Cl)c(Cl)c(Cl)c1,,0
C1C(O)CCC2(C)CC3CCC4(C)C5(C)CC6OCC(C)CC6OC5CC4C3C=C21,9.156398086547851,1
Nc1ccccc1O,5.869328203201294,1
CCCCCCCCC(=O)OCC,,0
COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C ,5.990338077545166,1
CNC(=O)Oc1ccccc1OC(C)C,5.065362148284912,1
CCC(C)Cl,,0
Oc1ccc2ccccc2c1,9.559748153686524,1
CC(C)Oc1cc(c(Cl)cc1Cl)n2nc(oc2=O)C(C)(C)C,2.866744861602783,1
CCCCC#C,,0
CCCCCCCC#C,,0
Cc1ccccc1Cl,,0
CC(C)OC(C)C,,0
Nc1ccc(cc1)S(=O)(=O)c2ccc(N)cc2,9.870734386444092,1
CNN,5.96614221572876,1
CC#C,,0
CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,,0
CCNP(=S)(OC)OC(=CC(=O)OC(C)C)C,4.461071329116821,1
C=CC=O,,0
O=c1[nH]cnc2nc[nH]c12 ,8.63736307144165,1
Oc2ccc1ncccc1c2 ,5.468737030029297,1
Fc1ccccc1,,0
CCCCl,,0
CCOC(=O)C,,0
CCCC(C)(C)C,,0
Cc1cc(C)c(C)c(C)c1C,,0
CC12CCC(CC1)C(C)(C)O2 ,,0
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,,0
Clc1ccc(cc1)c2ccc(Cl)cc2 ,,0
Cc1cccnc1C,6.064228439331055,1
CC(=C)C1CC=C(C)C(=O)C1,,0
CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,,0
COc1cc(cc(OC)c1O)C6C2C(COC2=O)C(OC4OC3COC(C)OC3C(O)C4O)c7cc5OCOc5cc67,9.022697296142578,1
c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,,0
Cc1ccc(cc1N(=O)=O)N(=O)=O,,0
c1c(Br)ccc2ccccc12 ,,0
CNC(=O)Oc1cccc(N=CN(C)C)c1,8.207307758331298,1
COc2cnc1ncncc1n2,3.270424509048462,1
Cc3ccnc4N(C1CC1)c2ncccc2C(=O)Nc34 ,4.446291246414185,1
CCOP(=S)(OCC)Oc1nc(Cl)n(n1)C(C)C,3.034251260757446,1
CC(=C)C=C,,0
CC(C)=CCCC(O)(C)C=C,10.260732269287109,1
COP(=S)(OC)Oc1ccc(SC)c(C)c1,,0
OC1CCCCC1,9.784629096984863,1
O=C1NC(=O)NC(=O)C1(C)CC=C,7.804533386230469,1
CC34CCC1C(CCC2CC(O)CCC12C)C3CCC4=O,8.912267417907715,1
OCC(O)C(O)C(O)C(O)CO ,10.525120582580566,1
Cc1ccc(cc1)c2ccccc2,,0
CCNc1nc(Cl)nc(NC(C)C)n1,7.628726673126221,1
NC(=S)Nc1ccccc1,5.439485950469971,1
CCCC(=O)CCC,,0
CC(=O)C(C)(C)C,,0
Oc1ccc(Cl)cc1,9.205105781555176,1
O=C1CCCCC1,,0
Cc1cccc(N)c1,5.193113117218018,1
ClC(Cl)(Cl)C#N,,0
CNc2cnn(c1cccc(c1)C(F)(F)F)c(=O)c2Cl,8.501472988128661,1
CCCCCCCCC(=O)C,,0
CCN(CC)c1nc(Cl)nc(NC(C)C)n1,6.230332355499268,1
CCOC(=O)c1ccc(N)cc1,10.090282020568848,1
Clc1ccc(Cl)c(Cl)c1,,0
Cc3nnc4CN=C(c1ccccc1Cl)c2cc(Cl)ccc2n34,4.059817218780518,1
Oc1ccccc1O,9.77929328918457,1
CCN2c1ncccc1N(C)C(=O)c3cccnc23 ,5.686753787994385,1
CSC,,0
Cc1ccccc1Br,,0
CCOC(=O)N,5.506454916000366,1
CC(=O)OC3(CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C)C(C)=O ,,0
CC(C)C(O)C(C)C,11.046879501342774,1
c1ccc2ccccc2c1,,0
CCNc1ccccc1,6.071308574676514,1
O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,8.026731204986572,1
Cc1c2ccccc2c(C)c3ccc4ccccc4c13,,0
CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,3.2001137924194336,1
COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl,,0
Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(F)c(Cl)c2F ,6.698259811401368,1
O=C1N(COC(=O)CCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,9.581313171386718,1
CN(C)C(=O)Nc1ccc(Cl)cc1,4.777538785934448,1
OC(Cn1cncn1)(c2ccc(F)cc2)c3ccccc3F,9.720296859741211,1
CC(=O)OCC(=O)C3(O)C(CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)OC(C)=O ,6.150241708755493,1
CCCCBr,,0
Brc1cc(Br)c(Br)cc1Br,,0
CC(C)CC(=O)C,,0
CCSC(=O)N(CC)C1CCCCC1 ,6.812105541229248,1
COc1ccc(Cl)cc1,,0
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,,0
CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,7.747783966064453,1
COP(=S)(OC)Oc1ccc(N(=O)=O)c(C)c1,,0
Ic1cccc2ccccc12,,0
OCC(O)C(O)C(O)C(O)CO,10.525120582580566,1
CCS,6.969490280151367,1
ClCC(Cl)Cl,,0
CN(C)C(=O)Oc1cc(C)nn1c2ccccc2,4.8328660869598385,1
NC(=O)c1ccccc1O,8.20285991668701,1
Cc1ccccc1N(=O)=O,,0
O=C1NC(=O)NC(=O)C1(C(C)C)C(C)C,7.970442543029785,1
CCc1ccccc1C,,0
CCCCCCCCl,,0
O=C1NC(=O)NC(=O)C1(CC)CC,7.6896207237243654,1
C(Cc1ccccc1)c2ccccc2,,0
ClC(Cl)C(Cl)Cl,,0
CCN2c1cc(OC)cc(C)c1NC(=O)c3cccnc23 ,6.701678009033203,1
Cc1ccc2c(ccc3ccccc32)c1,,0
CCCCOC(=O)c1ccccc1C(=O)OCCCC ,,0
COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl ,5.517535190582276,1
CCN(CC)C(=O)C(=CCOP(=O)(OC)OC)Cl,6.99620662689209,1
CC34CCC1C(=CCc2cc(O)ccc12)C3CCC4=O,8.975938911437987,1
CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c2nc(Cl)cc(OC)n2,7.2208413314819335,1
COc1ccc(cc1)N(=O)=O,,0
CCCCCCCl,,0
Clc1cc(c(Cl)c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,,0
OCC1OC(CO)(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O,8.68134365081787,1
CCCCCCCCCCCCCCCCCCCCCCCCCC,,0
CCN2c1ccccc1N(C)C(=O)c3cccnc23 ,5.415852832794189,1
CC(Cl)Cl,,0
Nc1ccc(cc1)S(N)(=O)=O,,0
CCCN(CCC)c1c(cc(cc1N(=O)=O)C(C)C)N(=O)=O,5.088048877716065,1
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,,0
CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,3.8756542873382567,1
Clc1cccc(Cl)c1Cl,,0
ClC(Cl)(Cl)Cl,,0
O=N(=O)c1cc(Cl)c(Cl)cc1,,0
OC1CCCCCCC1,9.646632537841796,1
CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,8.23125207901001,1
CCOc1ccc(NC(N)=O)cc1,7.402031507492065,1
C/C1CCC(\C)CC1,,0
c1cnc2c(c1)ccc3ncccc23,4.4000127983093265,1
COC(C)(C)C,,0
COc1ccc(C=CC)cc1,,0
CCCCCCCCCCCCCCCCO,9.45350902557373,1
O=c1cc[nH]c(=O)[nH]1 ,8.86088134765625,1
Nc1ncnc2nc[nH]c12 ,8.196944351196288,1
Clc1cc(Cl)c(cc1Cl)c2cccc(Cl)c2Cl ,,0
COc1ccc(cc1)C(O)(C2CC2)c3cncnc3 ,3.4109646320343017,1
c1ccc2c(c1)c3cccc4c3c2cc5ccccc54,,0
O=C(Nc1ccccc1)Nc2ccccc2,4.6097216796875,1
CCC1(C(=O)NC(=O)NC1=O)c2ccccc2 ,7.574669303894043,1
Clc1ccc(cc1)c2cccc(Cl)c2Cl ,,0
CC(C)c1ccc(NC(=O)N(C)C)cc1,5.326867866516113,1
CCN(CC)C(=O)CSc1ccc(Cl)nn1,6.84689567565918,1
CCC(C)(C)CO,10.761419525146485,1
CCCOC(=O)CCC,,0
Cc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,,0
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,5.981608200073242,1
C1CCCCCC1,,0
CCCOC=O,,0
CC(C)c1ccccc1C,,0
Nc1cccc(Cl)c1,4.107525177001953,1
CC(C)CC(C)C,,0
o1c2ccccc2c3ccccc13,,0
CCOC2Oc1ccc(OS(C)(=O)=O)cc1C2(C)C,,0
CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,9.444125175476074,1
c3ccc2nc1ccccc1cc2c3,4.447259216308594,1
CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,7.52908166885376,1
OCC1OC(O)C(O)C(O)C1O,9.342087364196777,1
Cc1cccc(O)c1,10.093370819091797,1
CC2Cc1ccccc1N2NC(=O)c3ccc(Cl)c(c3)S(N)(=O)=O ,7.011093044281006,1
CCC(C)C(=O)OC2CC(C)C=C3C=CC(C)C(CCC1CC(O)CC(=O)O1)C23 ,9.284772262573242,1
O=N(=O)c1ccc(cc1)N(=O)=O,,0
CCC1(C(=O)NC(=O)NC1=O)C2=CCC3CCC2C3,7.6829860496521,1
CCCCCCCCCC(=O)OCC,,0
CN(C)C(=O)Nc1ccccc1,5.001068706512451,1
CCCOCC,,0
CC(C)O,10.038441467285157,1
Cc1ccc2ccccc2c1,,0
ClC(Br)Br,,0
CCC(C(CC)c1ccc(O)cc1)c2ccc(O)cc2,9.47859016418457,1
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,,0
ClCc1ccccc1,,0
C/C=C/C=O,,0
CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,9.087854080200195,1
Cc1c2ccccc2c(C)c3ccccc13,,0
CCCCCC(=O)OC,,0
CN(C)C(=O)Nc1ccc(c(Cl)c1)n2nc(oc2=O)C(C)(C)C,8.755372066497802,1
CC(=O)Nc1ccc(F)cc1,5.114660816192627,1
CCc1cccc(CC)c1N(COC)C(=O)CCl ,4.543185586929321,1
C1CCC=CC1,,0
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,7.010665493011475,1
c1cncnc1,2.5502875232696534,1
Clc1ccc(cc1)N(=O)=O,,0
CCC(=O)OC,,0
Clc1ccccc1N(=O)=O,,0
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,9.025506019592285,1
CN1CC(O)N(C1=O)c2nnc(s2)C(C)(C)C,8.29850980758667,1
O=N(=O)c1ccccc1,,0
Ic1ccccc1,,0
CC2Nc1cc(Cl)c(cc1C(=O)N2c3ccccc3C)S(N)(=O)=O ,5.689493741989136,1
COc1ccccc1OCC(O)COC(N)=O,6.6502078247070315,1
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC ,4.545101728439331,1
Oc1cccc(Cl)c1Cl,7.732189044952393,1
CCCC(=O)OC,,0
CCC(=O)Nc1ccc(Cl)c(Cl)c1,5.195313291549683,1
Nc3nc(N)c2nc(c1ccccc1)c(N)nc2n3,6.053003654479981,1
CCCCCC(=O)OCC,,0
OCC(O)C2OC1OC(OC1C2O)C(Cl)(Cl)Cl ,8.564054412841797,1
CN(C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C,7.259595222473145,1
COc1nc(NC(C)C)nc(NC(C)C)n1,5.981477737426758,1
CCCCCCC=C,,0
Cc1ccc(N)cc1,5.546281108856201,1
Nc1nccs1 ,5.219255695343017,1
c1ccccc1(OC(=O)NC),4.661827087402344,1
CCCC(O)CC,9.92807846069336,1
c3ccc2c(O)c1ccccc1cc2c3 ,8.85975227355957,1
Cc1ccc2cc3ccccc3cc2c1,,0
Cc1cccc(C)c1C,,0
CNC(=O)Oc1ccc(N(C)C)c(C)c1,7.027293853759765,1
CCCCCCCC(C)O,9.812828903198243,1
CN(C(=O)NC(C)(C)c1ccccc1)c2ccccc2,4.276815118789673,1
CCCC(=O)CC,,0
Oc1c(Br)cc(C#N)cc1Br ,5.464158000946045,1
Clc1ccc(cc1Cl)c2ccccc2 ,,0
CN(C(=O)COc1nc2ccccc2s1)c3ccccc3,3.519968433380127,1
Oc1cccc2ncccc12 ,5.259729976654053,1
CC1=C(SCCO1)C(=O)Nc2ccccc2,7.1175393295288085,1
CCOc2ccc1nc(sc1c2)S(N)(=O)=O ,6.936194534301758,1
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,5.069202175140381,1
ClCBr,,0
CCC1(CC)C(=O)NC(=O)N(C)C1=O ,7.673999176025391,1
CC(=O)OCC(=O)C3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,,0
NC(=O)NCc1ccccc1 ,7.001039028167725,1
CN(C)C(=O)Nc1ccc(C)c(Cl)c1,4.843424339294433,1
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,9.02629753112793,1
OC1CCCCCC1,9.707058982849121,1
CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl ,8.328213481903076,1
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O ,7.690595588684082,1
CC(=O)Nc1nnc(s1)S(N)(=O)=O ,6.902022171020508,1
Oc1ccc(cc1)N(=O)=O,8.185795574188232,1
ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl,,0
C1CCOC1,,0
Nc1ccccc1N(=O)=O,9.628065643310547,1
Clc1cccc(c1Cl)c2cccc(Cl)c2Cl,,0
CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3 ,3.1015170001983643,1
Cc1c(cccc1N(=O)=O)N(=O)=O,,0
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,,0
CCN(CC)c1nc(Cl)nc(n1)N(CC)CC,6.499143085479736,1
ClC(Cl)C(Cl)(Cl)SN2C(=O)C1CC=CCC1C2=O ,3.0811415672302247,1
c1(Br)c(Br)cc(Br)cc1,,0
OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O ,6.459884281158447,1
O=C1NC(=O)NC(=O)C1(C(C)CCC)CC=C,7.801405563354492,1
c1(O)c(C)ccc(C(C)C)c1,10.558564071655274,1
C1SC(=S)NC1(=O),6.3868044662475585,1
Oc1ccc(c(O)c1)c3oc2cc(O)cc(O)c2c(=O)c3O ,6.697405395507812,1
ClC1(C(=O)C2(Cl)C3(Cl)C14Cl)C5(Cl)C2(Cl)C3(Cl)C(Cl)(Cl)C45Cl,,0
CCN(CC)C(=S)SSC(=S)N(CC)CC,5.524731636047363,1
C1CCCCC1,,0
ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C2(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl,,0
CN(C)C=Nc1ccc(Cl)cc1C,8.155603199005126,1
CC34CCc1c(ccc2cc(O)ccc12)C3CCC4=O,8.909617290496826,1
CCCCCCCCO,9.570834121704102,1
CCSCC,,0
ClCCCl,,0
CCC(C)(C)Cl,,0
ClCCBr,,0
Nc1ccc(cc1)N(=O)=O,9.626038093566894,1
OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,8.693864517211914,1
CCN2c1ncccc1N(CC)C(=O)c3cccnc23 ,6.125026721954345,1
Clc1ccccc1,,0
CCCCCCCC=C,,0
Brc1ccc(I)cc1,,0
CCC(C)(O)CC,10.338992691040039,1
CCCCCc1ccccc1,,0
NC(=O)NC1NC(=O)NC1=O ,6.256163091659546,1
OCC(O)COC(=O)c1ccccc1Nc2ccnc3cc(Cl)ccc23,5.866565933227539,1
ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,,0
CC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,,0
Clc1cccc2ccccc12,,0
CCN2c1ccccc1N(C)C(=O)c3ccccc23 ,5.1861347961425786,1
CCCCC(C)O,9.87783218383789,1
CCCC1CCCC1,,0
CCOC(=O)c1cncn1C(C)c2ccccc2,4.7851121139526365,1
Oc1ccc(Cl)c(Cl)c1,8.429437065124512,1
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,,0
